year,month,day
1921,May,26
1921,May,31
1921,June,1
1921,June,2
1921,June,11
1921,June,12
1921,June,13
1921,June,14
1921,June,16
1921,June,17
1921,June,18
1921,June,20
1921,June,21
1921,June,22
1921,June,23
1921,June,27
1921,June,28
1921,June,29
1921,July,8
1921,July,10
1921,July,11
1921,July,12
1921,July,13
1921,November,11
1921,November,12
1921,November,16
1921,November,17
1921,November,22
1921,November,24
1921,November,25
1921,November,26
1921,November,27
1921,December,2
1921,December,3
1921,December,8
1921,December,10
1921,December,13
1921,December,14
1922,March,11
1922,March,12
1922,April,15
1922,April,17
1922,April,18
1922,April,19
1922,April,23
1922,April,24
1922,April,29
1922,April,30
1922,May,1
1922,May,5
1922,May,6
1922,May,7
1922,May,8
1922,May,9
1922,May,12
1922,May,14
1922,May,15
1922,May,16
1922,May,21
1922,May,22
1922,May,23
1922,May,27
1922,May,28
1922,June,1
1922,June,2
1922,June,3
1922,June,4
1922,June,6
1922,June,8
1922,June,10
1922,June,11
1922,June,12
1922,June,13
1922,June,17
1922,June,18
1922,June,19
1922,June,29
1922,June,30
1922,July,1
1922,July,3
1922,November,8
1922,November,12
1922,November,13
1922,November,15
1922,December,3
1922,December,4
1922,December,5
1922,December,11
1922,December,12
1922,December,13
1922,December,14
1923,January,14
1923,January,15
1923,January,22
1923,January,23
1923,January,27
1923,January,28
1923,January,29
1923,February,2
1923,February,3
1923,February,4
1923,February,5
1923,February,6
1923,February,7
1923,February,8
1923,February,9
1923,February,11
1923,February,12
1923,February,13
1923,February,18
1923,February,19
1923,February,20
1923,February,25
1923,March,2
1923,March,3
1923,March,6
1923,March,7
1923,March,8
1923,March,10
1923,March,12
1923,April,14
1923,April,19
1923,April,20
1923,April,21
1923,April,25
1923,April,26
1923,April,28
1923,April,29
1923,April,30
1923,May,2
1923,May,4
1923,May,5
1923,May,6
1923,May,12
1923,May,13
1923,June,21
1923,June,22
1923,June,24
1923,June,25
1923,June,26
1923,June,28
1923,June,29
1923,July,5
1923,July,10
1923,July,11
1923,July,12
1923,December,10
1923,December,11
1924,January,17
1924,January,18
1924,January,19
1924,January,23
1924,January,24
1924,January,26
1924,January,27
1924,January,30
1924,January,31
1924,February,1
1924,February,2
1924,February,8
1924,February,9
1924,February,10
1924,February,13
1924,February,14
1924,February,20
1924,February,21
1924,February,22
1924,February,24
1924,February,25
1924,February,27
1924,February,28
1924,February,29
1924,March,1
1924,March,2
1924,March,6
1924,March,7
1924,March,8
1924,March,12
1924,April,16
1924,April,17
1924,April,18
1924,April,20
1924,April,21
1924,April,22
1924,April,23
1924,April,24
1924,April,25
1924,May,5
1924,May,7
1924,May,12
1924,May,13
1924,May,14
1924,May,15
1924,May,16
1924,May,17
1924,May,19
1924,May,20
1924,May,21
1924,May,22
1924,May,23
1924,May,27
1924,May,28
1924,May,29
1924,June,3
1924,June,8
1924,June,9
1924,June,10
1924,June,11
1924,June,12
1924,June,13
1924,June,14
1924,June,15
1924,June,16
1924,June,17
1924,June,18
1924,June,19
1924,July,10
1924,July,11
1924,November,7
1924,November,8
1924,November,9
1924,November,13
1924,November,14
1924,November,19
1924,November,20
1924,November,22
1924,November,23
1924,November,24
1924,November,28
1924,November,30
1924,December,4
1924,December,5
1924,December,6
1924,December,9
1925,January,15
1925,January,16
1925,January,17
1925,January,18
1925,January,20
1925,January,28
1925,January,29
1925,February,2
1925,February,3
1925,February,9
1925,February,11
1925,February,12
1925,February,14
1925,February,16
1925,February,19
1925,February,20
1925,February,24
1925,February,25
1925,February,26
1925,March,2
1925,March,3
1925,March,8
1925,March,9
1925,March,12
1925,May,23
1925,May,24
1925,May,30
1925,June,1
1925,June,2
1925,June,3
1925,June,5
1925,June,6
1925,June,7
1925,June,8
1925,June,9
1925,June,10
1925,June,13
1925,June,14
1925,June,15
1925,June,19
1925,June,26
1925,June,28
1925,June,29
1925,October,29
1925,October,30
1925,November,2
1925,November,3
1925,November,4
1925,November,9
1925,November,10
1925,November,12
1925,November,13
1925,November,18
1925,November,19
1925,November,21
1925,November,25
1925,November,29
1925,November,30
1925,December,1
1925,December,2
1925,December,8
1925,December,9
1925,December,10
1925,December,11
1925,December,12
1925,December,13
1926,April,15
1926,April,16
1926,April,17
1926,April,22
1926,April,23
1926,April,24
1926,April,25
1926,April,26
1926,April,27
1926,April,28
1926,April,29
1926,April,30
1926,May,1
1926,May,2
1926,May,3
1926,May,4
1926,May,9
1926,May,13
1926,May,14
1926,May,21
1926,May,22
1926,May,23
1926,May,24
1926,May,25
1926,May,27
1926,May,29
1926,May,30
1926,May,31
1926,June,4
1926,June,5
1926,June,6
1926,June,15
1926,June,16
1926,June,17
1926,June,19
1926,June,20
1926,June,21
1926,June,22
1926,June,23
1926,June,24
1926,June,25
1926,June,26
1926,June,27
1926,July,1
1926,July,2
1926,July,7
1926,July,13
1926,July,15
1927,January,14
1927,January,15
1927,January,20
1927,January,21
1927,January,22
1927,January,23
1927,January,24
1927,January,27
1927,January,28
1927,January,30
1927,February,5
1927,February,6
1927,February,9
1927,February,10
1927,April,14
1927,April,15
1927,April,18
1927,April,20
1927,April,22
1927,April,23
1927,April,24
1927,May,3
1927,May,4
1927,May,9
1927,May,10
1927,May,11
1927,May,13
1927,May,15
1927,May,17
1927,May,19
1927,May,20
1927,May,21
1927,May,22
1927,May,26
1927,May,27
1927,May,31
1927,June,5
1927,June,6
1927,June,7
1927,June,8
1927,June,9
1927,June,11
1927,June,12
1927,June,13
1927,June,14
1927,June,15
1927,June,16
1927,June,17
1927,June,18
1927,June,22
1927,June,23
1927,July,3
1927,July,5
1927,July,6
1927,July,7
1927,July,8
1927,November,6
1927,November,10
1927,November,11
1927,November,12
1927,November,16
1927,November,17
1927,November,19
1927,November,20
1927,November,21
1927,November,22
1927,November,24
1927,November,25
1927,November,26
1927,November,28
1927,November,29
1927,December,3
1927,December,4
1927,December,8
1927,December,9
